Date,Event Public Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Food System Impact,All Food Security Categories,Event ID,Date Event Entered,Date Event Modified
2025-09-03,03 September 2025: A market was struck by Israeli helicopters.,OPT,PSE,Gaza Strip,31.5349,34.4667,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117866,2025-10-05,2025-10-05
2025-08-30,"30 August 2025: Aid workers were hit by Israeli forces, killing four Palestinians and injuring eight others. ",OPT,PSE,Gaza Strip,31.4203604,34.3721462,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118763,2025-10-13,2025-10-14
2025-08-30,"August 2025: Aid seekers were fired upon by Israeli forces, killing five people and injuring an unspecified number of others. ",OPT,PSE,Gaza Strip,31.4705461623,34.432179348,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118798,2025-10-14,2025-10-14
2025-08-29,"29 August 2025: In a camp, four Palestinians were killed by Israeli force fire while seeking aid near an INGO centre. _x000D_
",OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117005,2025-09-24,2025-09-26
2025-08-29,"29 August 2025: Aid seekers were fired upon by Israeli tanks, killing four people and injuring an unspecified number of others. ",OPT,PSE,Gaza Strip,31.4544395149,34.4118959709,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117516,2025-10-02,2025-10-03
2025-08-29,29 August 2025: Farmers were targeted by an Israeli drone.,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,117817,2025-10-05,2025-10-05
2025-08-29,29 August 2025: A fisher was killed by Israeli warships.,OPT,PSE,Gaza Strip,31.3739,34.3409,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,117819,2025-10-05,2025-10-05
2025-08-30,"30 August 2025: A cafe in a camp was struck by Israeli forces airstrikes, killing five Palestinians and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117066,2025-09-25,2025-10-04
2025-08-28,"28 August 2025: One person was killed and an unspecified number were injured, while seeking aid, as a result of being fired upon by Israeli forces.",OPT,PSE,Gaza Strip,31.2830204,34.2805069,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117257,2025-09-28,2025-10-06
2025-08-28,"28 August 2025: Six people were killed, while seeking aid, by Israeli forces gunfire.",OPT,PSE,Gaza Strip,31.2830204,34.2805069,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117258,2025-09-28,2025-10-06
2025-08-28,"28 August 2025: Two people were killed, while seeking aid, by gunfire from Israeli forces.",OPT,PSE,Gaza Strip,31.2830204,34.2805069,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117259,2025-09-28,2025-10-06
2025-08-28,"28 August 2025: Aid seekers were fired upon by Israeli forces, killing two people and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.4544395149,34.4118959709,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117488,2025-10-02,2025-10-03
2025-08-28,"28 August 2025: Aid seekers were fired upon by Israeli forces, killing two people and injuring 40 others.",OPT,PSE,Gaza Strip,31.5662502634,34.4826507568,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117489,2025-10-02,2025-10-03
2025-08-28,"28 August 2025: At least seven aid seekers were killed and an unspecified number of others injured by Israeli forces at a distribution site._x000D_
",OPT,PSE,Gaza Strip,31.4543663119,34.4114971688,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118869,2025-10-16,2025-10-16
2025-08-27,27 August 2025: Four Palestinians were killed by Israeli forces machine gun fire while waiting to receive humanitarian aid near an aid centre.,OPT,PSE,Gaza Strip,31.3002615805,34.290726841,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115845,2025-09-11,2025-09-20
2025-08-27,"27 August 2025: People waiting for humanitarian aid were fired upon by Israeli forces near an INGO distribution centre, killing one._x000D_
",OPT,PSE,Gaza Strip,31.3011416394,34.2866058282,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117004,2025-09-24,2025-09-25
2025-08-27,"27 August 2025: Ad seekers near an INGO centre were fired upon by Israeli forces, killing four people._x000D_
",OPT,PSE,Gaza Strip,31.2993081741,34.2848978478,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117086,2025-09-25,2025-09-29
2025-08-27,27 August 2025: Four people were killed and another 75 injured by Israeli gunfire whilst attempting to seek aid.,OPT,PSE,Gaza Strip,31.5662502634,34.4826507568,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117487,2025-10-02,2025-10-03
2025-08-27,"27 August 2025: Aid seekers near a distribution point were fired upon by Israeli forces, killing two people and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.4544395149,34.4118959709,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117525,2025-10-02,2025-10-03
2025-08-27,27 August 2025: One Palestinian was killed by Israeli forces while waiting to receive humanitarian aid near an aid distribution point.,OPT,PSE,Gaza Strip,31.4544395149,34.4118959709,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117526,2025-10-02,2025-10-03
2025-08-27,27 August 2025: Four Palestinians were killed by Israeli force fire while seeking aid.,OPT,PSE,Gaza Strip,31.5323114055,34.5001829413,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117527,2025-10-02,2025-10-03
2025-08-27,27 August 2025: Agricultural land was struck by Israeli airstrikes.,OPT,PSE,Gaza Strip,31.4525,34.3756,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,UXO,Food Production,Damage/Destruction Of Agricultural Land,117804,2025-10-05,2025-10-05
2025-08-26,"26 August 2025: Six Palestinians were killed and an unspecified number of others were injured by Israeli forces gunfire while waiting to receive humanitarian aid near an INGO centre._x000D_
",OPT,PSE,Gaza Strip,31.3042217809,34.2836962182,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117003,2025-09-24,2025-09-25
2025-08-26,"26 August 2025: In a temporary shelter, a tent sheltering IDPs  was hit by an Israeli forces airstrike, killing six people.",OPT,PSE,Gaza Strip,31.3782508,34.3355147,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Damage/Destruction Of Commercial Food Transport,117462,2025-10-02,2025-10-04
2025-08-26,"26 August 2025: Aid seekers were fired upon by Israeli forces, killing seven people.",OPT,PSE,Gaza Strip,31.4544395149,34.4118959709,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117520,2025-10-02,2025-10-03
2025-08-30,30 August 2025: A bakery was struck by an Israeli drone.,OPT,PSE,Gaza Strip,31.534,34.4574,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117826,2025-10-05,2025-10-05
2025-08-26,"26 August 2025: Aid seekers were hit by an Israeli forces airstrike, killing one person and injuring an unspecified number of others, including aid providers.",OPT,PSE,Gaza Strip,31.3740113035,34.3707179939,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118762,2025-10-13,2025-10-14
2025-08-25,25 August 2025: Two Palestinians were killed and an unspecified number of others injured by the Israeli forces while waiting to receive humanitarian aid.,OPT,PSE,Gaza Strip,31.5662502634,34.4826507568,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117486,2025-10-02,2025-10-02
2025-08-28,"28 August 2025: A group of people near a supermarket in a camp were hit by an Israeli forces airstrike, killing four people and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.4384767815,34.4034718931,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",116973,2025-09-24,2025-09-26
2025-08-25,"25 August 2025: Aid seekers and aid workers were hit by an Israeli airstrike, killing five people and injuring an unspecified number of others. ",OPT,PSE,Gaza Strip,31.3740113035,34.3707179939,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118750,2025-10-13,2025-10-14
2025-08-25,25 August 2025: At least two Palestinians were killed by Israeli forces while waiting to receive humanitarian aid. ,OPT,PSE,Gaza Strip,31.4586131,34.4442171,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118756,2025-10-13,2025-10-14
2025-08-24,"24 August 2025: A Palestinian was killed and an unspecified number of others injured by Israeli forces while waiting near an INGO distribution centre. _x000D_
",OPT,PSE,Gaza Strip,31.2988681371,34.2807330507,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117002,2025-09-24,2025-09-25
2025-08-24,"24 August 2025: Aid seekers near an INGO centre were fired upon by Israeli forces, killing five people and injuring an unspecified number of others. _x000D_
",OPT,PSE,Gaza Strip,31.2993081741,34.2848978478,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117085,2025-09-25,2025-09-29
2025-08-24,24 August 2025: Six Palestinians were killed and 86 others injured by Israeli forces gunfire while waiting to receive humanitarian aid. ,OPT,PSE,Gaza Strip,31.4555011746,34.4150172072,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117398,2025-09-30,2025-10-01
2025-08-24,24 August 2025: Three Palestinians were killed and an unspecified number of others injured by Israeli forces gunfire while waiting to receive humanitarian aid. ,OPT,PSE,Gaza Strip,31.4688624152,34.4320924638,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117399,2025-09-30,2025-10-01
2025-08-24,"24 August 2025: In a camp, Palestinians waiting for aid were fired upon by Israeli forces, killing one and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.4247734,34.3401033,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117400,2025-09-30,2025-10-04
2025-08-24,"24 August 2025: Aid seekers were fired upon by Israeli forces, killing ten people and injuring at least 50 others. ",OPT,PSE,Gaza Strip,31.54977,34.5024697,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117401,2025-09-30,2025-10-01
2025-08-24,"24 August 2025: A team securing aid, along with a group of people waiting to receive aid, were hit by an Israeli forces airstrike, killing three Palestinians and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.4183455,34.3502476,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",118747,2025-10-13,2025-10-14
2025-08-23,"23 August 2025: People waiting for aid near an INGO site were fired upon by Israeli forces, killing three people and injuring an unspecified number of others. _x000D_
",OPT,PSE,Gaza Strip,31.2993081741,34.2848978478,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117084,2025-09-25,2025-09-29
